證券代號,證券名稱,產業別
0708,070872　欣興元大48購09,
0708,070873　欣興元大48購10,
0708,070874　緯創元大48購06,
0708,070875　緯創元大51購01,
0708,070876　群創元大48購04,
0708,070877　群創元大4A購02,
0708,070878　世芯元大48購25,
0708,070879　世芯元大51購04,
0708,07087P　臺股指富邦4A售05,
0708,070880　神達元大48購14,
0708,070881　神達元大48購15,
0708,070882　神達元大51購03,
0708,070883　材料元大48購12,
0708,070884　材料元大51購04,
0708,070885　亞翔元大48購14,
0708,070886　精成科元大48購05,
0708,070887　保瑞元大48購05,
0708,070888　晶心科元大48購01,
0708,070889　力積電元大48購13,
0708,07088P　皇昌元富48售04,
0708,070890　力積電元大48購14,
0708,070891　力積電元大48購15,
0708,070892　富世達元大48購03,
0708,070893　菱光元大48購01,
0708,070894　羅昇元大48購02,
0708,070895　臺股指元大48購26,
0708,070896　宏�眵臚@48購01,
0708,070897　SGBR2X凱基51購01,
0708,070898　台泥凱基48購01,
0708,070899　台塑凱基49購07,
0708,07089P　世芯元富48售11,
0709,070900　亞力凱基48購02,
0709,070901　華城凱基48購04,
0709,070902　和大凱基51購01,
0709,070903　中鋼凱基4C購01,
0709,070904　中鴻凱基48購02,
0709,070905　大成鋼凱基48購04,
0709,070906　宇隆凱基48購03,
0709,070907　光寶科凱基48購02,
0709,070908　聯電凱基4A購01,
0709,070909　鴻海凱基48購13,
0709,07090P　智原國票49售03,
0709,070910　鴻海凱基49購10,
0709,070911　台積電凱基48購23,
0709,070912　台積電凱基48購24,
0709,070913　旺宏凱基48購02,
0709,070914　友達凱基4B購01,
0709,070915　長榮凱基48購07,
0709,070916　裕民凱基49購01,
0709,070917　奇鋐凱基48購10,
0709,070918　聯詠凱基48購03,
0709,070919　新日興凱基48購03,
0709,07091P　新日興國票48售02,
0709,070920　群創凱基48購01,
0709,070921　日月光凱基48購02,
0709,070922　聯茂凱基48購01,
0709,070923　迅得凱基48購04,
0709,070924　愛普凱基4C購01,
0709,070925　晶心科凱基48購02,
0709,070926　志強凱基49購01,
0709,070927　波力凱基48購01,
0709,070928　台灣50元富52購01,
0709,070929　台泥元富49購02,
0709,07092P　新日興國票49售02,
0709,070930　台化元富48購01,
0709,070931　中鋼元富48購02,
0709,070932　中鋼元富4B購01,
0709,070933　上銀元富52購01,
0709,070934　鴻海元富52購04,
0709,070935　皇昌元富48購07,
0709,070936　欣興元富48購02,
0709,070937　材料元富48購05,
0709,070938　昇陽半元富49購03,
0709,070939　波力元富48購01,
0709,07093P　世芯國票48售10,
0709,070940　香港反國票49購01,
0709,070941　南亞國票49購01,
0709,070942　台化國票49購02,
0709,070943　華新國票48購01,
0709,070944　華新國票49購01,
0709,070945　華新國票4A購01,
0709,070946　中鋼國票4A購01,
0709,070947　中鴻國票49購03,
0709,070948　大成鋼國票49購04,
0709,070949　上銀國票49購03,
0709,07094P　伊雲谷國票49售02,
0709,070950　川湖國票4B購01,
0709,070951　光寶科國票4A購01,
0709,070952　金寶國票49購01,
0709,070953　華通國票49購02,
0709,070954　鴻海國票48購04,
0709,070955　智邦國票49購02,
0709,070956　宏�眥窶�49購01,
0709,070957　威盛國票49購03,
0709,070958　長榮國票4A購03,
0709,070959　晶豪科國票4A購01,
0709,07095P　富世達國票49售01,
0709,070960　奇鋐國票49購06,
0709,070961　欣興國票49購03,
0709,070962　聯茂國票49購01,
0709,070963　矽格國票49購01,
0709,070964　台塑化國票48購01,
0709,070965　穎崴國票4A購02,
0709,070966　富世達國票49購02,
0709,070967　昇陽半國票49購03,
0709,070968　台塑國泰49購02,
0709,070969　中鋼國泰49購01,
0709,07096P　新日興中信48售02,
0709,070970　長榮國泰49購02,
0709,070971　聯詠國泰49購01,
0709,070972　華晶科國泰49購01,
0709,070973　新日興國泰49購02,
0709,070974　世芯國泰49購05,
0709,070975　世芯國泰49購06,
0709,070976　台灣50富邦49購08,
0709,070977　台塑富邦48購03,
0709,070978　中興電富邦48購02,
0709,070979　亞德客富邦4A購01,
0709,07097P　臺股指中信4C售01,
0709,070980　中鋼富邦4B購01,
0709,070981　中鴻富邦48購01,
0709,070982　上銀富邦49購02,
0709,070983　聯電富邦49購02,
0709,070984　旺宏富邦48購02,
0709,070985　慧洋富邦48購01,
0709,070986　欣興富邦49購01,
0709,070987　緯創富邦52購01,
0709,070988　晶心科富邦4A購01,
0709,070989　昇陽半富邦48購01,
0709,07098P　材料永豐48售03,
0709,070990　南亞科台新48購01,
0709,070991　裕民台新48購01,
0709,070992　晟銘電台新48購01,
0709,070993　台泥統一52購01,
0709,070994　勤美統一52購01,
0709,070995　華新統一52購04,
0709,070996　中鋼統一52購01,
0709,070998　中鋼統一52購02,
0709,070999　中鋼統一52購03,
0709,07099P　旺宏群益4B售01,
0710,071001　中鴻統一52購02,
0710,071002　中鴻統一52購03,
0710,071003　中鴻統一52購04,
0710,071004　大成鋼統一53購02,
0710,071005　大成鋼統一54購01,
0710,071006　金寶統一52購02,
0710,071007　國巨統一52購02,
0710,071008　旺宏統一51購01,
0710,071009　旺宏統一52購02,
0710,07100P　智邦群益48售07,
0710,071010　華邦電統一52購05,
0710,071011　南亞科統一52購04,
0710,071012　強茂統一53購01,
0710,071013　新興統一51購01,
0710,071014　裕民統一52購02,
0710,071015　裕民統一52購03,
0710,071016　裕民統一52購04,
0710,071017　裕民統一52購05,
0710,071018　裕民統一54購01,
0710,071019　慧洋統一4C購02,
0710,07101P　微星群益4C售01,
0710,071020　慧洋統一52購01,
0710,071021　慧洋統一52購02,
0710,071022　晶豪科統一51購01,
0710,071023　晶豪科統一52購01,
0710,071025　晶豪科統一53購01,
0710,071026　日電貿統一52購03,
0710,071027　新日興統一52購05,
0710,071028　新日興統一5A購02,
0710,071029　群創統一51購02,
0710,07102P　台光電群益48售04,
0710,071030　群創統一52購03,
0710,071031　牧德統一51購01,
0710,071033　世芯統一54購01,
0710,071034　達麗統一53購02,
0710,071035　矽格統一4C購01,
0710,071036　矽力統一52購02,
0710,071037　昇陽半統一52購02,
0710,071038　昇陽半統一52購03,
0710,071039　昇陽半統一55購01,
0710,07103P　奇鋐群益52售02,
0710,071040　昇陽半統一5A購02,
0710,071041　勤誠統一51購03,
0710,071042　華新中信48購01,
0710,071043　華新中信49購01,
0710,071044　中鋼中信48購01,
0710,071045　中鋼中信48購02,
0710,071046　大成鋼中信48購03,
0710,071047　聯發科中信48購03,
0710,071048　聯發科中信49購03,
0710,071049　長榮中信48購02,
0710,07104P　世芯群益4C售08,
0710,071050　新日興中信48購03,
0710,071051　穎崴中信48購01,
0710,071052　力積電中信49購03,
0710,071053　富世達中信48購01,
0710,071054　昇陽半中信4A購01,
0710,071055　滬深2X永豐48購09,
0710,071056　大立光凱基4C購01,
0710,071057　華新永豐48購02,
0710,071058　中鋼永豐48購02,
0710,071059　中鴻永豐4C購01,
0710,07105P　世芯群益4C售09,
0710,071060　台積電永豐51購05,
0710,071061　聯發科永豐5A購01,
0710,071062　裕民永豐48購02,
0710,071063　晶豪科永豐48購01,
0710,071064　新日興永豐48購02,
0710,071065　矽力永豐48購02,
0710,071066　勤誠永豐48購01,
0710,071067　國企2X群益48購05,
0710,071068　中502X群益4A購03,
0710,071069　台塑群益4C購03,
0710,07106P　緯穎群益4A售02,
0710,071070　台化群益52購01,
0710,071071　華新群益49購03,
0710,071072　華新群益4A購03,
0710,071073　中鋼群益4B購02,
0710,071074　元債2X永豐48購01,
0710,071075　大成鋼群益49購01,
0710,071076　上銀群益4C購03,
0710,071077　鴻海群益4A購02,
0710,071078　國巨群益48購03,
0710,071079　台積電群益48購25,
0710,07107P　上銀凱基49售05,
0710,071080　華邦電群益49購02,
0710,071081　鴻準群益48購03,
0710,071082　微星群益48購01,
0710,071083　凌陽群益4A購01,
0710,071084　南亞科群益49購03,
0710,071085　京元電群益48購05,
0710,071086　聯發科群益48購15,
0710,071087　長榮航群益48購06,
0710,071088　大立光群益48購08,
0710,071089　奇鋐群益56購02,
0710,07108P　裕民凱基48售01,
0710,071090　智原群益48購04,
0710,071091　緯創群益48購05,
0710,071092　昇貿群益48購01,
0710,071093　新日興群益4B購01,
0710,071094　群創群益48購04,
0710,071095　貿聯群益4C購02,
0710,071096　訊芯群益48購04,
0710,071097　昇陽半群益48購03,
0710,071098　臺股指群益52購01,
0710,071099　臺股指群益52購02,
0710,07109P　富邦金凱基48售02,
0711,071100　T50反1元大48購09,
0711,071101　T50反1元大48購10,
0711,071102　上証2X元大4B購01,
0711,071103　上証2X元大4B購02,
0711,071104　滬深2X元大4B購04,
0711,071105　滬深2X元大4C購02,
0711,071106　臺指反元大48購05,
0711,071107　臺指反元大4A購02,
0711,071108　臺指反元大51購01,
0711,071109　國企2X元大4B購01,
0711,07110P　智原凱基48售06,
0711,071110　SP黃豆元大4A購01,
0711,071111　中50元大48購01,
0711,071112　FANG+元大49購01,
0711,071113　FANG+元大4B購01,
0711,071114　台泥元大4B購01,
0711,071115　台化元大48購06,
0711,071116　台化元大48購07,
0711,071117　中鋼元大48購01,
0711,071118　中鋼元大48購02,
0711,071119　中鋼元大48購03,
0711,07111P　台積電元大48售44,
0711,071120　大成鋼元大48購09,
0711,071121　大成鋼元大48購10,
0711,071122　大成鋼元大4C購02,
0711,071123　上銀元大48購13,
0711,071124　上銀元大48購14,
0711,071125　台積電元大4C購02,
0711,071126　台積電元大51購07,
0711,071127　華邦電元大48購04,
0711,071128　微星元大48購04,
0711,071129　聯發科元大51購06,
0711,07112P　聯發科元大48售08,
0711,071130　立隆電元大48購08,
0711,071131　皇昌元大48購10,
0711,071132　裕民元大48購02,
0711,071133　裕民元大48購03,
0711,071134　長榮航元大51購02,
0711,071135　慧洋元大48購01,
0711,071136　慧洋元大48購02,
0711,071137　富邦金元大48購04,
0711,071138　神基元大48購03,
0711,071139　大立光元大51購05,
0711,07113P　聯發科元大48售09,
0711,071140　新日興元大48購02,
0711,071141　新日興元大48購03,
0711,071142　新日興元大4C購01,
0711,071143　揚明光元大48購02,
0711,071144　世芯元大51購05,
0711,071145　海華元大48購02,
0711,071146　神達元大51購04,
0711,071147　精銳元大48購10,
0711,071148　材料元大51購05,
0711,071149　立積元大48購05,
0711,07114P　大立光元大48售13,
0711,071150　jpp元大48購02,
0711,071151　亞翔元大48購15,
0711,071152　亞翔元大48購16,
0711,071153　保瑞元大48購06,
0711,071154　晶心科元大48購02,
0711,071155　晶心科元大4B購01,
0711,071156　昇陽半元大48購12,
0711,071157　昇陽半元大48購13,
0711,071158　昇陽半元大48購14,
0711,071159　華邦電中信48購02,
0711,07115P　奇鋐元大48售10,
0711,071160　大銀中信48購01,
0711,071162　上証2X永豐4A購01,
0711,071163　國企2X永豐49購01,
0711,071164　中502X永豐49購01,
0711,071165　上銀永豐48購04,
0711,071166　川湖永豐4A購03,
0711,071167　國巨永豐52購01,
0711,071168　華邦電永豐49購01,
0711,071169　景碩永豐49購03,
0711,07116P　迅得元大48售02,
0711,071170　新日興永豐48購03,
0711,071171　新日興永豐4A購02,
0711,071172　創意永豐48購02,
0711,071173　健策永豐48購01,
0711,071174　大銀永豐49購01,
0711,071175　大銀永豐4A購01,
0711,071176　大銀永豐52購01,
0711,071177　華孚永豐48購01,
0711,071178　力成永豐49購01,
0711,071179　富世達永豐48購01,
0711,07117P　臺股指元大48售24,
0711,071180　波力永豐4B購01,
0711,071181　美時兆豐4A購02,
0711,071182　慧洋兆豐4A購01,
0711,071183　智原兆豐4A購03,
0711,071184　台灣50群益48購05,
0711,071185　國企2X群益4B購02,
0711,071186　和大群益4A購01,
0711,071187　和大群益4B購01,
0711,071188　中鴻群益48購01,
0711,071189　大成鋼群益48購05,
0711,07118P　臺股指元大48售25,
0711,071190　上銀群益4A購03,
0711,071191　光寶科群益48購02,
0711,071192　聯電群益48購05,
0711,071193　台積電群益52購02,
0711,071194　華邦電群益4A購01,
0711,071195　南亞科群益4A購01,
0711,071196　友達群益48購01,
0711,071197　長榮群益49購01,
0711,071198　晟銘電群益49購03,
0711,071199　奇鋐群益56購03,
0711,07119P　臺股指元大49售25,
0712,071200　揚明光群益48購01,
0712,071201　大銀群益48購01,
0712,071202　大銀群益48購02,
0712,071203　大銀群益49購01,
0712,071204　大銀群益4A購01,
0712,071205　精銳群益48購08,
0712,071206　富世達群益49購01,
0712,071207　臺股指群益4B購09,
0712,071208　臺股指群益4B購10,
0712,071209　華新國泰49購01,
0712,07120P　健策群益52售01,
0712,071210　大成鋼國泰49購04,
0712,071211　聯發科國泰51購01,
0712,071212　裕民國泰49購01,
0712,071213　慧洋國泰49購01,
0712,071214　晶豪科國泰49購01,
0712,071215　晟銘電國泰49購02,
0712,071216　精成科國泰49購03,
0712,071217　大成鋼富邦4A購02,
0712,071218　台積電富邦49購08,
0712,071219　台積電富邦49購09,
0712,07121P　中磊群益4A售02,
0712,071220　南亞科富邦4A購01,
0712,071221　可成富邦48購02,
0712,071222　新興富邦48購02,
0712,071223　偉訓富邦49購01,
0712,071224　智原富邦49購02,
0712,071225　新日興富邦4B購02,
0712,071226　神達富邦48購03,
0712,071227　精銳富邦4B購01,
0712,071228　華孚富邦48購01,
0712,071229　愛普富邦48購01,
0712,07122P　台灣50元富48售07,
0712,071230　臺股指富邦4C購05,
0712,071231　華新台新48購01,
0712,071232　中鋼台新48購01,
0712,071233　鴻海台新48購02,
0712,071234　大銀台新48購01,
0712,071235　晶豪科第一48購01,
0712,071236　大銀第一48購01,
0712,071237　大銀第一48購02,
0712,071238　華孚第一48購01,
0712,071239　晶心科第一48購01,
0712,07123P　保瑞元富48售04,
0712,071240　台灣50凱基48購12,
0712,071241　台灣50凱基48購13,
0712,071242　T50正2凱基51購03,
0712,071243　滬深2X凱基4B購05,
0712,071244　香港反凱基4A購01,
0712,071245　SP黃豆凱基48購01,
0712,071246　SGBR2X凱基48購02,
0712,071247　FANG+凱基4B購01,
0712,071248　台泥凱基48購02,
0712,071249　台化凱基48購06,
0712,07124P　臺股指元富4A售02,
0712,071250　信錦凱基49購01,
0712,071251　華新凱基49購01,
0712,071252　華新凱基4A購02,
0712,071253　中鴻凱基49購01,
0712,071254　上銀凱基48購06,
0712,071255　鴻海凱基53購01,
0712,071256　台積電凱基48購25,
0712,071257　台積電凱基48購26,
0712,071259　華邦電凱基49購02,
0712,07125P　長榮航國票48售03,
0712,071260　微星凱基48購02,
0712,071261　裕民凱基49購02,
0712,071262　長榮航凱基48購04,
0712,071263　慧洋凱基4A購01,
0712,071264　晶豪科凱基4A購01,
0712,071265　晟銘電凱基48購03,
0712,071266　偉訓凱基48購01,
0712,071267　創意凱基4C購02,
0712,071268　世芯凱基51購02,
0712,071269　大銀凱基48購01,
0712,07126P　國泰金國票49售01,
0712,071270　大銀凱基4A購01,
0712,071271　精銳凱基51購01,
0712,071272　材料凱基48購04,
0712,071273　保瑞凱基48購02,
0712,071274　愛普凱基4A購01,
0712,071275　富世達凱基48購03,
0712,071276　臺股指凱基51購02,
0712,071277　台灣50元富48購12,
0712,071278　滬深2X元富48購08,
0712,071279　國企2X元富48購02,
0712,07127P　智原國票49售04,
0712,071280　國企2X元富52購01,
0712,071281　中50元富48購01,
0712,071282　中502X元富48購03,
0712,071283　上銀元富48購09,
0712,071284　鴻海元富48購15,
0712,071285　國巨元富48購02,
0712,071286　所羅門元富48購02,
0712,071287　南亞科元富48購03,
0712,071288　裕民元富48購01,
0712,071289　陽明元富48購04,
0712,07128P　台積電台新48售03,
0712,071290　萬海元富48購02,
0712,071291　奇鋐元富4A購09,
0712,071292　新日興元富48購04,
0712,071294　新日興元富48購05,
0712,071295　世芯元富54購01,
0712,071296　大銀元富49購01,
0712,071297　大銀元富49購02,
0712,071298　大銀元富49購03,
0712,071299　材料元富53購02,
0712,07129P　聯發科凱基48售11,
0713,071300　緯穎元富49購07,
0713,071301　富世達元富48購03,
0713,071302　滬深2X國票52購01,
0713,071303　中502X國票4C購01,
0713,071304　上銀國票49購04,
0713,071305　華邦電國票4A購02,
0713,071306　聯強國票49購01,
0713,071307　輔信國票49購02,
0713,071308　南亞科國票49購02,
0713,071309　永豐金國票49購01,
0713,07130P　聯發科凱基48售12,
0713,071310　智原國票49購05,
0713,071311　大銀國票4A購01,
0713,071312　力成國票4A購01,
0713,071313　視陽國票49購01,
0713,071314　華新統一54購01,
0713,071315　華新統一58購02,
0713,071316　美時統一52購01,
0713,071317　中鋼統一4C購01,
0713,071318　上銀統一62購01,
0713,071319　皇昌統一52購05,
0713,07131P　大立光凱基48售08,
0713,071320　新興統一52購01,
0713,071321　裕民統一53購01,
0713,071322　裕民統一56購01,
0713,071323　裕民統一5C購01,
0713,071324　慧洋統一55購01,
0713,071325　慧洋統一5C購01,
0713,071326　晶豪科統一51購02,
0713,071327　晶豪科統一52購02,
0713,071328　偉訓統一52購02,
0713,071329　偉訓統一58購01,
0713,07132P　奇鋐凱基51售01,
0713,071330　偉訓統一58購02,
0713,071331　健策統一54購01,
0713,071332　定穎控統一58購01,
0713,071333　大銀統一52購01,
0713,071334　大銀統一52購02,
0713,071335　大銀統一54購03,
0713,071336　大銀統一58購01,
0713,071337　大銀統一58購02,
0713,071338　大銀統一5A購01,
0713,071339　大銀統一62購01,
0713,07133P　新日興凱基48售02,
0713,071340　達麗統一52購03,
0713,071341　力成統一54購01,
0713,071342　勤誠統一52購04,
0713,071343　波力統一58購01,
0713,071344　道瓊銀元大4C購01,
0713,071345　中502X元大49購02,
0713,071346　中502X元大4A購01,
0713,071347　中502X元大53購01,
0713,071348　台泥元大48購03,
0713,071349　台化元大48購08,
0713,07134P　臺股指凱基48售06,
0713,071350　華新元大48購01,
0713,071351　華新元大48購02,
0713,071352　華新元大48購03,
0713,071353　中鋼元大48購04,
0713,071354　中鋼元大48購05,
0713,071355　中鋼元大4A購01,
0713,071356　大成鋼元大48購11,
0713,071357　大成鋼元大48購12,
0713,071358　大成鋼元大48購13,
0713,071359　上銀元大48購15,
0713,07135P　臺股指凱基48售07,
0713,071360　上銀元大48購16,
0713,071361　上銀元大4B購03,
0713,071362　台積電元大4C購03,
0713,071363　台積電元大51購08,
0713,071364　南亞科元大48購01,
0713,071365　南亞科元大48購02,
0713,071366　長榮元大51購02,
0713,071367　裕民元大48購04,
0713,071368　亞航元大48購01,
0713,071369　慧洋元大48購03,
0713,07136P　台積電元大48售47,
0713,071370　新日興元大48購04,
0713,071371　新日興元大48購05,
0713,071372　新日興元大4C購02,
0713,071373　創意元大48購06,
0713,071374　創意元大51購02,
0713,071375　揚明光元大48購03,
0713,071376　宏致元大48購03,
0713,071377　世芯元大51購06,
0713,071378　神達元大51購05,
0713,071379　大銀元大48購02,
0713,07137P　智邦元大48售03,
0713,071380　大銀元大48購03,
0713,071381　大銀元大48購04,
0713,071382　材料元大48購13,
0713,071383　材料元大51購06,
0713,071384　立積元大48購06,
0713,071385　亞翔元大48購17,
0713,071386　矽格元大48購01,
0713,071387　矽格元大48購02,
0713,071388　保瑞元大48購07,
0713,071389　台塑化元大48購02,
0713,07138P　聯發科元大48售10,
0713,071390　晶心科元大48購03,
0713,071391　美利達元大48購01,
0713,071392　華新富邦49購02,
0713,071393　上銀富邦48購04,
0713,071394　華邦電富邦4B購01,
0713,071395　全新富邦4B購01,
0713,071396　晟銘電富邦4A購01,
0713,071397　信邦富邦48購01,
0713,071398　玉晶光富邦4A購02,
0713,071399　大銀富邦48購01,
0713,07139P　聯發科元大48售11,
0714,071400　材料富邦4A購02,
0714,071401　力成富邦48購01,
0714,071402　富世達富邦4B購01,
0714,071403　台郡第一48購01,
0714,071404　美利達第一48購01,
0714,071405　川湖兆豐48購02,
0714,071406　宏�皏�豐48購01,
0714,071407　大同兆豐48購01,
0714,071408　大立光兆豐48購03,
0714,071409　大銀兆豐48購01,
0714,07140P　創意元大48售03,
0714,071410　矽力兆豐48購02,
0714,071411　力積電兆豐4A購01,
0714,071412　來億兆豐4A購01,
0714,071413　勤誠兆豐4A購01,
0714,071414　上銀中信48購05,
0714,071415　華邦電中信48購03,
0714,071416　華邦電中信49購01,
0714,071417　金像電中信49購01,
0714,071418　微星中信49購01,
0714,071419　南亞科中信49購01,
0714,07141P　健策元大48售09,
0714,071420　世芯中信48購04,
0714,071421　國企2X元富48購03,
0714,071422　中502X元富48購04,
0714,071423　中502X元富48購05,
0714,071424　中502X元富52購02,
0714,071425　和大元富52購01,
0714,071426　大成鋼元富52購03,
0714,071427　華邦電元富4A購02,
0714,071428　南亞科元富48購04,
0714,071429　南亞科元富52購01,
0714,07142P　穎崴元大48售06,
0714,071430　盟立元富48購01,
0714,071431　伊雲谷元富48購02,
0714,071432　香港反國票4B購01,
0714,071433　和大國票49購05,
0714,071434　川湖國票4A購04,
0714,071435　台積電國票4A購05,
0714,071436　華邦電國票4B購01,
0714,071437　微星國票4B購01,
0714,071438　揚明光國票49購03,
0714,071439　大銀國票49購02,
0714,07143P　大成鋼統一4C售01,
0714,071440　台郡國票49購02,
0714,071441　訊芯國票49購04,
0714,071442　東陽統一52購01,
0714,071443　華新統一52購05,
0714,071444　台玻統一52購01,
0714,071445　上銀統一52購06,
0714,071446　川湖統一52購04,
0714,071447　華泰統一51購01,
0714,071448　華泰統一51購02,
0714,071449　華邦電統一48購01,
0714,07144P　世芯統一4A售03,
0714,071450　華邦電統一52購06,
0714,071451　智邦統一4C購03,
0714,071452　智邦統一51購02,
0714,071453　毅嘉統一51購02,
0714,071454　元債2X永豐4A購01,
0714,071455　毅嘉統一52購01,
0714,071456　南亞科統一52購05,
0714,071457　南亞科統一52購06,
0714,071458　南亞科統一52購07,
0714,071459　立隆電統一52購03,
0714,07145P　世芯統一52售04,
0714,071460　新興統一52購02,
0714,071461　雄獅統一52購01,
0714,071462　緯創統一4C購02,
0714,071463　新日興統一53購02,
0714,071464　創意統一4C購01,
0714,071465　創意統一54購01,
0714,071466　創意統一54購02,
0714,071467　群創統一52購04,
0714,071468　定穎控統一52購02,
0714,071469　大銀統一52購03,
0714,07146P　上銀中信48售04,
0714,071470　大銀統一52購04,
0714,071471　致伸統一51購01,
0714,071472　精成科統一52購03,
0714,071473　力成統一51購01,
0714,071474　力成統一51購02,
0714,071475　台塑化統一52購01,
0714,071476　台塑化統一52購02,
0714,071477　台灣50永豐48購05,
0714,071478　滬深2X永豐49購03,
0714,071479　滬深2X永豐49購04,
0714,07147P　鴻海中信49售03,
0714,071480　中502X永豐48購02,
0714,071481　中502X永豐48購03,
0714,071482　中502X永豐4A購02,
0714,071483　台塑永豐49購02,
0714,071484　中砂永豐49購01,
0714,071485　大成鋼永豐48購03,
0714,071486　川湖永豐49購03,
0714,071487　皇昌永豐49購03,
0714,071488　智原永豐48購06,
0714,07148P　晟銘電永豐49售02,
0714,071490　致伸永豐49購01,
0714,071491　台郡永豐49購01,
0714,071492　台積電國泰49購04,
0714,071493　友訊國泰49購02,
0714,071496　華邦電國泰49購01,
0714,071497　南亞科國泰49購01,
0714,071498　群創國泰49購01,
0714,07149P　聯發科群益48售11,
0715,071501　嘉澤國泰49購01,
0715,071502　大銀國泰49購01,
0715,071503　愛普國泰49購01,
0715,071504　世紀鋼國泰49購01,
0715,071505　台灣50元大4A購05,
0715,071506　SGBR2X元大49購03,
0715,071507　美費半元大49購01,
0715,071508　美費半元大51購01,
0715,071509　台泥元大48購04,
0715,07150P　聯發科群益48售12,
0715,071510　八貫元大48購01,
0715,071511　和大元大4B購01,
0715,071512　亞德客元大48購04,
0715,071513　大成鋼元大48購14,
0715,071514　大成鋼元大48購15,
0715,071515　大成鋼元大48購16,
0715,071516　上銀元大4B購04,
0715,071517　台積電元大48購52,
0715,071518　台積電元大51購09,
0715,071519　華邦電元大48購05,
0715,07151P　立積群益52售01,
0715,071520　華邦電元大48購06,
0715,071521　友達元大48購02,
0715,071522　皇昌元大48購11,
0715,071523　皇昌元大48購12,
0715,071524　裕民元大48購05,
0715,071525　裕民元大48購06,
0715,071526　裕民元大48購07,
0715,071527　富邦金元大48購05,
0715,071528　晶豪科元大48購01,
0715,071529　晶豪科元大48購02,
0715,07152P　台灣50元富48售09,
0715,071530　大立光元大51購06,
0715,071531　奇鋐元大48購12,
0715,071532　奇鋐元大49購08,
0715,071533　奇鋐元大51購01,
0715,071534　智原元大51購01,
0715,071535　昇貿元大48購04,
0715,071536　新日興元大48購07,
0715,071537　新日興元大48購08,
0715,071538　新日興元大4C購03,
0715,071539　創意元大48購07,
0715,07153P　大成鋼元富48售07,
0715,071540　創意元大51購03,
0715,071541　辛耘元大48購07,
0715,071542　宏致元大48購04,
0715,071543　宏致元大48購05,
0715,071544　神達元大48購16,
0715,071545　日月光元大48購03,
0715,071546　大銀元大48購05,
0715,071547　大銀元大48購06,
0715,071548　大銀元大48購07,
0715,071549　精銳元大48購11,
0715,07154P　大成鋼元富48售08,
0715,071550　精銳元大4A購02,
0715,071551　材料元大48購14,
0715,071552　材料元大48購15,
0715,071553　材料元大48購16,
0715,071554　亞翔元大48購18,
0715,071555　亞翔元大4B購01,
0715,071556　迅得元大48購04,
0715,071557　來億元大48購02,
0715,071558　中50凱基48購01,
0715,071559　中502X凱基4A購01,
0715,07155P　奇鋐元富48售04,
0715,071560　中502X凱基53購01,
0715,071561　中鋼凱基48購02,
0715,071562　大成鋼凱基49購01,
0715,071563　光寶科凱基48購03,
0715,071564　鴻海凱基48購15,
0715,071565　鴻海凱基49購11,
0715,071566　國巨凱基4A購03,
0715,071567　旺宏凱基4B購01,
0715,071568　華邦電凱基4A購01,
0715,071569　所羅門凱基48購05,
0715,07156P　智原元富48售03,
0715,071570　微星凱基4A購01,
0715,071571　南亞科凱基48購01,
0715,071572　南亞科凱基48購02,
0715,071573　南亞科凱基4A購02,
0715,071574　聯發科凱基4C購08,
0715,071575　盟立凱基49購01,
0715,071576　鉅祥凱基49購01,
0715,071577　長榮凱基51購01,
0715,071578　新興凱基48購01,
0715,071579　雄獅凱基48購01,
0715,07157P　世芯元富49售08,
0715,071580　富邦金凱基48購04,
0715,071581　奇鋐凱基51購02,
0715,071582　偉訓凱基48購02,
0715,071583　新日興凱基48購05,
0715,071584　世芯凱基4A購07,
0715,071585　神達凱基51購02,
0715,071586　材料凱基4C購02,
0715,071587　力成凱基49購01,
0715,071588　矽格凱基48購02,
0715,071589　台塑化凱基4A購01,
0715,07158P　富世達元富48售02,
0715,071590　晶心科凱基48購03,
0715,071591　富世達凱基49購02,
0715,071592　世紀鋼凱基48購02,
0715,071593　臺股指凱基51購04,
0715,071594　川湖台新48購02,
0715,071595　華邦電台新48購01,
0715,071596　穎崴台新48購01,
0715,071597　勤誠台新48購01,
0715,071598　台灣50群益48購08,
0715,071599　滬深2X群益4A購14,
0715,07159P　臺股指國票48售06,
0716,071600　國企2X群益48購06,
0716,071601　台化群益48購04,
0716,071602　亞德客群益49購01,
0716,071603　大成鋼群益4C購01,
0716,071604　上銀群益49購03,
0716,071605　華泰群益4A購01,
0716,071606　台積電群益51購02,
0716,071607　旺宏群益49購01,
0716,071608　華邦電群益4A購03,
0716,071609　威盛群益48購05,
0716,07160P　臺股指國票48售07,
0716,071610　慧洋群益48購02,
0716,071611　欣興群益48購05,
0716,071612　創意群益48購06,
0716,071613　世芯群益48購24,
0716,071614　大銀群益48購03,
0716,071615　大銀群益4A購02,
0716,071616　精銳群益48購09,
0716,071617　保瑞群益51購01,
0716,071618　世紀鋼群益4A購01,
0716,071619　臺股指群益48購19,
0716,07161P　臺股指國票49售02,
0716,071620　臺股指群益48購20,
0716,071621　臺股指群益48購21,
0716,071622　臺股指群益48購22,
0716,071623　臺股指群益48購23,
0716,071624　電子類群益48購03,
0716,071625　南亞科富邦4B購01,
0716,071626　皇昌富邦4A購02,
0716,071627　晶豪科富邦4A購01,
0716,071628　臻鼎富邦4A購01,
0716,071629　亞翔富邦48購03,
0716,07162P　臺股指國票49售03,
